message_id,route,risk,sensitivity_types,recommended_action,reason
MSG_0092,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0093,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0094,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0095,blocked,high,password,do_not_store,Contains high-risk sensitive information (password); blocked from any further/external processing.
MSG_0096,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0097,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0098,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0099,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0100,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0101,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0102,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0103,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0104,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0105,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0106,ask_for_confirmation,medium,health_information,ask_for_confirmation,Contains medium-risk personal information (health_information); requires human confirmation before storage or further action.
MSG_0107,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0108,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0109,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0110,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0111,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0112,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0113,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0114,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0115,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0116,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0117,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0118,blocked,high,personal_identification_number,do_not_store,Contains high-risk sensitive information (personal_identification_number); blocked from any further/external processing.
MSG_0119,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0120,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0121,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0122,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0123,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0124,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0125,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0126,ask_for_confirmation,medium,private_contact_detail,ask_for_confirmation,Contains medium-risk personal information (private_contact_detail); requires human confirmation before storage or further action.
MSG_0127,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0128,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0129,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0130,ask_for_confirmation,medium,private_address,ask_for_confirmation,Contains medium-risk personal information (private_address); requires human confirmation before storage or further action.
MSG_0131,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0132,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0133,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0134,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0135,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0136,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0137,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0138,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0139,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0140,blocked,high,password,do_not_store,Contains high-risk sensitive information (password); blocked from any further/external processing.
MSG_0141,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0142,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0143,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0144,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0145,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0146,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0147,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0148,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0149,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0150,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0151,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0152,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0153,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0154,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0155,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0156,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0157,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0158,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0159,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0160,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0161,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0162,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0163,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0164,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0165,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0166,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0167,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0168,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0169,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0170,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0171,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0172,ask_for_confirmation,medium,private_address,ask_for_confirmation,Contains medium-risk personal information (private_address); requires human confirmation before storage or further action.
MSG_0173,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0174,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0175,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0176,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0177,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0178,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0179,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0180,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0181,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0182,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0183,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0184,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0185,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0186,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0187,ask_for_confirmation,medium,health_information,ask_for_confirmation,Contains medium-risk personal information (health_information); requires human confirmation before storage or further action.
MSG_0188,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0189,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0190,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0191,ask_for_confirmation,medium,private_contact_detail,ask_for_confirmation,Contains medium-risk personal information (private_contact_detail); requires human confirmation before storage or further action.
MSG_0192,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0193,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0194,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0195,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0196,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0197,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0198,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0199,ask_for_confirmation,medium,private_address,ask_for_confirmation,Contains medium-risk personal information (private_address); requires human confirmation before storage or further action.
MSG_0200,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0201,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0202,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0203,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0204,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0205,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0206,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0207,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0208,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0209,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0210,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0211,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0212,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0213,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0214,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0215,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0216,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0217,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0218,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0219,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0220,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0221,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0222,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0223,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0224,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0225,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0226,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0227,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0228,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0229,blocked,high,personal_identification_number,do_not_store,Contains high-risk sensitive information (personal_identification_number); blocked from any further/external processing.
MSG_0230,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0231,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0232,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0233,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0234,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0235,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0236,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0237,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0238,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0239,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0240,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0241,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0242,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0243,blocked,high,one_time_password,do_not_store,Contains high-risk sensitive information (one_time_password); blocked from any further/external processing.
MSG_0244,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0245,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0246,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0247,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0248,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0249,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0250,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0251,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0252,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0253,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0254,blocked,high,bank_or_payment_details,do_not_store,Contains high-risk sensitive information (bank_or_payment_details); blocked from any further/external processing.
MSG_0255,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0256,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0257,blocked,high,bank_or_payment_details,do_not_store,Contains high-risk sensitive information (bank_or_payment_details); blocked from any further/external processing.
MSG_0258,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0259,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0260,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0261,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0262,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0263,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0264,blocked,high,personal_identification_number,do_not_store,Contains high-risk sensitive information (personal_identification_number); blocked from any further/external processing.
MSG_0265,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0266,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0267,blocked,high,bank_or_payment_details,do_not_store,Contains high-risk sensitive information (bank_or_payment_details); blocked from any further/external processing.
MSG_0268,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0269,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0270,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0271,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0272,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0273,blocked,high,one_time_password,do_not_store,Contains high-risk sensitive information (one_time_password); blocked from any further/external processing.
MSG_0274,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0275,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0276,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0277,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0278,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0279,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0280,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0281,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0282,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0283,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0284,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0285,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0286,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0287,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0288,blocked,high,one_time_password,do_not_store,Contains high-risk sensitive information (one_time_password); blocked from any further/external processing.
MSG_0289,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0290,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0291,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0292,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0293,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0294,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0295,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0296,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0297,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0298,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0299,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0300,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0301,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0302,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0303,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0304,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0305,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0306,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0307,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0308,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0309,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0310,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0311,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0312,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0313,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0314,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0315,blocked,high,authentication_token,do_not_store,Contains high-risk sensitive information (authentication_token); blocked from any further/external processing.
MSG_0316,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0317,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
MSG_0318,process_locally,none,,process_locally,No sensitive information detected; safe to process locally with no restriction.
